Unnamed: 0,_id,comments,date,lead,likes,share,source,text,title,url
171,5be2f95b7dade8414206e53e,From Facebook API,"
								2012. 03. 23. 17:12			",NaN,From Facebook API,From Facebook API,hir24.hu,"Vasárnap hajnali kettő órakor három órára kell átállítani az órák mutatóit, és ezzel elkezdődik a nyári időszámítás. A MÁV menetrendjében ez 22 szerelvényt, 14 Magyarországról induló, illetve az országba érkező nemzetközi vonatot, valamint 8 belföldi járatot érint.A nemzetközi vonatokat (Wiener Walzer, Kálmán Imre, Metropol, Beograd, Muntenia, Ister, Tisza) külföldön éri az óraátállítás, így ezek a járatok késéssel érkeznek a célállomásukra.A belföldi forgalomban a Budapest-Székesfehérvár vonalon háromnegyed 3 helyett 3 órakor indul a szerelvény Székesfehérvárról, a Budapest-Szob vonalon pedig 2 óra 4 perc helyett 3 óra 4 perckor érkezik meg a szerelvény Szobra. A Budapest-Szolnok vonalon a 2 óra 20 perckor Szolnokra érkező szerelvény az átállás miatt 3 óra 20 perckor érkezik. Debrecenből 2 óra 11 perc helyett 3 órakor, Mátészalkáról 2 perc, Lajosmizséről pedig 14 perc késéssel, éjjel 3 órakor indulnak el az érintett szerelvények.Változik a BKV menetrendje is, de a Liszt Ferenc-repülőteret az átállítás közvetlenül nem érinti, mivel úton lévő, Budapestre tartó járata egyetlen légitársaságnak sem lesz. Hardy Mihály, a Budapest Airport vállalati és közkapcsolati igazgatója azonban felhívta a figyelmet arra, hogy a légifuvarozó cégek ezen a napon léptetik életbe nyári menetrendjüket, és emiatt több úti cél irányába módosulhat a menetrend.Az egész Európában egységesen alkalmazott óraállítási módszer azon alapul, hogy március 21. és szeptember 21. – azaz a tavaszi és őszi napéjegyenlőség – között a nappalok hosszabbak, mint az éjszakák. Minél inkább egybeesik a lakosság szokásos ébrenléti ideje – a reggel 7 és este 10 óra közötti időszak – a természetes nappali világosság idejével, annál kevesebbet kell a lámpákat használni.A Magyar Villamosenergia-ipari Átviteli Rendszerirányító Zrt. (MAVIR) adatai szerint az óraátállítással évente 120 gigawattóra villamos energia takarítható meg, ez a mennyiség egy városnyi háztartás éves fogyasztásának felel meg.",Korábban indul a vonat Fehérvárról Pestre vasárnap,https://24.hu/belfold/2012/03/23/korabban-indul-a-vonat-fehervarrol-pestre-vasarnap/
172,5be2f95b7dade8414206e53f,From Facebook API,"
								2013. 03. 30. 12:03			",NaN,From Facebook API,From Facebook API,hir24.hu,"Az átállás a  közösségi közlekedést is érinti,  az energiafogyasztásban pedig a  kimutatások szerint 1-4 százalékos megtakarítás jelentkezik.A  MAVIR Magyar Villamosenergia-ipari Átviteli Rendszerirányító Zrt.  szerint az óraátállítással megközelítőleg az ország egy napi  fogyasztásának megfelelő villamos energia spórolható meg. Az Európai  Unióban egységesen alkalmazott módszer lényege, hogy a szokásos  ébrenléti időszak – jellemzően reggel 7 és este 10 óra között – minél  inkább közelítsen a természetes nappali világosság idejéhez.Magyarországon  1980 óta működik a rendszer, a mindenkori fogyasztási adatok alapján a  tavaszi óraátállítást követően 1-4 százalékkal (1000-5000 MWh) csökken a  fogyasztás, az októberi visszaállítás pedig nem okoz  többletfogyasztást, így éves szinten 100-120 GWh-val kevesebbet fogyaszt  az ország. A MÁV-Start korábban arról tájékoztatta az MTI-t, hogy a Nyugati  pályaudvarról Szobra 0.48-kor és a Szolnokra 0.43-kor induló vonat már a  nyári időszámítás szerint érkezik a végállomásra, a Lajosmizséről  eredetileg 2.45-kor és a Debrecenből 2.36-kor induló szerelvények pedig 3  órakor indulnak a Nyugati pályaudvarra.A nemzetközi  forgalomban a Kálmán Imre, a Wiener Walzer, a Metropol és az Ister  EuroNight, valamint a Tisza, a Beograd és a Corona nemzetközi  gyorsvonatok közlekedésekben lehet késésekre számítani. A Volánbusznak  nem lesz úton lévő járata, Budapesten az éjszaki járatok 2 és 3 óra  közötti nem indulnak, egyes buszok esetében (918, 930, 938, 940, 941,  943, 948, 956, 963, 980, 990, 992, 996, 996A, 999) pedig az indulási  időpontok vagy az útvonal egy szakasza változik meg.Elsőként az  USA-ban, 1916-ban, energiatakarékossági okok miatt vezették be az  alternatív időszámítást, és ezt Magyarország is átvette, de voltak évek,  amikor szünetelt. 1954-57-ben még a munkanapok esti csúcsterhelésekor  jelentkező kapacitási nehézségek enyhítésének reményében alkalmazták,  1958 és 1979 között a rendszer szünetelt, majd 1980-ban vezették be  újra. Oroszország, Fehéroroszország és Ukrajna 2011-ben megszüntette az  óraátállításokat.A nyári-téli időszámítást jelenleg egy  kormányrendelet szabályozza, amelyet az unió tagállamaiban érvényes  szabályhoz igazítottak. Eszerint a nyári időszámítás minden év március  utolsó vasárnapján kezdődik és október utolsó vasárnapjáig tart.",Egy órával kevesebbet alhatunk vasárnaptól,https://24.hu/belfold/2013/03/30/egy-oraval-kevesebbet-alhatunk-vasarnaptol/
173,5be2f95b7dade8414206e540,From Facebook API,"
								2013. 03. 28. 10:46			",NaN,From Facebook API,From Facebook API,hir24.hu,"Európában,  így hazánkban is, március utolsó vasárnapjától, október utolsó  vasárnapjáig tart a nyári időszámítás. Idén március 31-én, azaz vasárnap  hajnalban kell 2-óráról 3-ra állítani óráinkat. A Magyarországon 1980  óta működő rendszert energia-megtakarítási céllal vezették be.Az Európai Unióban egységesen alkalmazott módszer lényege, hogy a szokásos ébrenléti időszak – jellemzően reggel 7 és este 10 óra között – minél inkább egybeessen a természetes nappali világosság idejével, ezáltal kevesebbet kelljen használni a világítást. Az átállítással a helyi idő „mesterségessé” válik, egy órával tér el az időzóna csillagászati idejétől.A  szakemberei évtizedek óta gyűjtik és elemzik a mindenkori fogyasztási adatokat. A napéjegyenlőséghez közeli tavaszi óraállítást követően napi 1–4 %-os (1000–5000 MWh) fogyasztáscsökkenés tapasztalható, amely a napfényes órák számának növekedésével fordított arányban csökken. Az októberi visszaállítás – mivel az év ezen időszakában már korán sötétedik – nem okoz többletfogyasztást. Az összességében megtakarított villamos energia éves szinten becsülve mintegy 100-120 GWh-t tesz ki. A megtakarítás jellemzően a háztartásokban, a hosszan nyitva tartó intézményekben és szolgáltatóknál, valamint a középületek díszkivilágítása kapcsán keletkezik.Az óraátállítás élettani hatása sokunk szervezetét megterheli, ezért az első hetekben fokozottabb figyelem szükséges. Célszerű már az előző napokban is korábban kelni, hogy szoktassuk magunkat a korábbi keléshez. Fáradékonyabbak, ingerültebbek lehetünk a kieső óra miatt, így fokozottan figyeljünk oda vezetés közben is. Szükség esetén ne üljünk autóba, várjuk meg míg szervezetünk felveszi az óraátállítás ritmusát.",Megéri tekergetni a vekkert?,https://24.hu/belfold/2013/03/28/oraatallitas-megeri-meg-tekergetni-a-vekkert/
174,5be2f95b7dade8414206e541,From Facebook API,"
								2013. 10. 26. 09:28			",NaN,From Facebook API,From Facebook API,hir24.hu,"A MAVIR Magyar Villamosenergia-ipari Átviteli Rendszerirányító Zrt által évtizedek óta gyűjtött, a magyar villamosenergia-rendszerre vonatkozó részletes adatokból kiderül, hogy az órák tavasszal történő előre állítása jelentős megtakarítást eredményez. Ezzel összességében megközelítőleg 120 gigawattóra energiát lehet megspórolni, ami egy nagyváros, azaz mintegy 30-40 ezer háztartás éves fogyasztásának felel meg.Ősszel, az órák visszaállítása után ugyan hamarabb sötétedik, de ezt összevetve azzal az időponttal, amikor a családok jellemzően hazaérkeznek, ismét kisebb a különbség. Az, hogy pontosan mennyi villamos energiát takarít meg az ország, az átállításokat megelőző és követő, napi fogyasztási görbék alapján becsülhető. Több tényezőtől is függ, hogy egy adott tavaszi és őszi időszakban mindez mit eredményez, a többi között az időjárástól és az ünnepnapok alakulásától.Az óraátállítást először 1976-ban, három évvel az első olajárrobbanás után vezették be Franciaországban. Magyarországon 1980 óta alkalmazzák a nyári időszámítást. A MÁV tájékoztatása szerint azokat a vonatokat, amelyek hajnali három óra előtt a célállomásukra érnek, nem érinti a változás, három belföldi és tizenegy nemzetközi vonat esetében azonban azt javasolja utasainak a vasúttársaság, hogy indulás előtt tájékozódjanak a pontos közlekedési rendről.","Figyelem, vasárnap óraátállítás!",https://24.hu/belfold/2013/10/26/figyelem-vasarnap-oraatallitas/
175,5be2f95b7dade8414206e542,From Facebook API,"
								2014. 03. 28. 10:30			",NaN,From Facebook API,From Facebook API,hir24.hu,"Az óraátállításból adódó megtakarítás  legnagyobb része abból adódott, hogy a közvilágítást elég volt egy  órával később bekapcsolni. Ma azonban a modern energiahálózatok és a  közvilágítás is automatikusan működik, mindig alkalmazkodik az éppen  aktuális fényviszonyokhoz.Így a lámpák ki és bekapcsolása a  sötétedéssel egy időben történik meg. Az éjszaka hossza pedig független  attól, hogy az óra éppen hány órát mutat. A fogyasztási szokások  megváltozása, az egyre szaporodó háztartási készülékek használata  jócskán megnövelte energia igényeinket. Legjobb példa erre a tévézési  szokásaink változása. Míg régen 1-2 tévécsatorna adásait tudtuk nézni,  azt is csak este 10 óráig, addig ma nem ritka, hogy 100 tévécsatorna  vételére van lehetőségünk és éjjel-nappal sugározzák az adásokat.A kutatók megosztottak abban a kérdésben, hogy a számok alapján van-e értelme az óraátállításnak. Az emberek közérzete általában jobb lesz a nyári időszámítás kezdetekor, mivel innentől kezdve tudatosul bennünk,hogy vége a télnek és jönnek a meleg, napsütötte nyári hónapok.Az óraátállítás célja kezdetben az volt,  hogy a nappalok minél jobban egybeessenek a lakosság megszokott  ébrenléti idejével, ami reggel héttől este tízig tart.",Ne feledjük: vasárnap veszítünk egy órát,https://24.hu/belfold/2014/03/28/ne-feledjuk-vasarnap-veszitunk-egy-orat/
176,5be2f95c7dade8414206e543,From Facebook API,"
								2009. 10. 25. 07:02			",NaN,From Facebook API,From Facebook API,hir24.hu,"Október utolsó vasárnapjának hajnalán háromról kettőre tekertük vissza az óra mutatóját, így elindult a „téli időszámítás”. Valójában azonban ez a „valós idő”, az óra járását március utolsó vasárnapján, a mutató előreállításával bolondítjuk meg. Először 1784-ben Benjamin Franklinnek „szúrt szemet”, hogy a nyári félévben az emberek akkor ébrednek, amikor már javában ragyog a nap, sötét lesz viszont, mikor még tevékenyek lennének.Ha ilyenkor eggyel visszatekernék az óramutatót, sokkal jobban ki lehetne használni az időt – volt a javaslat, amit maga Franklin sem gondolt még komolyan. A második világháború után aztán egyre több helyen, a ’70-es években pedig egész Európában bevezették a nyári időszámítást. A Wikipédia szerint elsőként az USA-ban, 1916-ban, energiatakarékossági okok miatt vezették be az alternatív időszámítást. Magyarországon 1954-57-ben például még a munkanapok esti csúcsterhelésekor jelentkező kapacitási nehézségeket kívánták ezzel enyhíteni, de 1958 és 1979 között a nyári időszámítás használata szünetelt. 1980-ban villamosenergia-megtakarítási céllal újra bevezették. Néhány ország, köztük Ausztrália, Nagy-Britannia, Németország és az Egyesült Államok az I. világháború alatt bevezette a nyári időszámítást, hogy kevesebb energiát kelljen a közvilágításra fordítani: több maradt üzemanyagra. 
A kékkel jelölt területen érvényben van a nyári időszámítás; a narancssárgán volt, de most nincs; a kék területeken pedig soha nem is vezették be (forrás: wikipedia.hu)  Az őszi átállás során nem spórol meg az ország energiát, általában ugyanolyan szinten marad a fogyasztás, tavasszal viszont mérhetően kevesebbet fogyasztunk – nyilatkozta az MTI-nek Kapás Mihály. A Magyar Villamosenergia-ipari Átviteli Rendszerirányító Zrt. (MAVIR) országos diszpécserszolgálatának vezetőjének elmondása szerint az átállásnak köszönhetően az ország átlagosan egynapi villamosenergia-fogyasztást spórol meg, ez 120 ezer megawattóra. Amennyiben egy év alatt egy háztartás 3000 kilowattórát fogyaszt, akkor ez 40 ezer háztartás teljes évi fogyasztását jelenti.Az óraátállítás ellenzői ma azzal érvelnek, hogy nyári „meghosszabbított” napokon növekszik a légkondícionálók üzemideje, ami több energiát használ, mint ami a világításon megspórolható. Ezentúl többen felróják, hogy nehéz a tavaszi átállás, napokig nem tudja a szervezet megszokni az egy órás „veszteséget”.",Nyertünk egy órát,https://24.hu/elet-stilus/2009/10/25/nyertunk_egy_orat/
177,5be2f95c7dade8414206e544,From Facebook API,"
								2012. 10. 21. 15:57			",NaN,From Facebook API,From Facebook API,hir24.hu,"Október 28-án vasárnap hajnalban 3-ról 2-re kell állítani az órákat, kezdődik a téli időszámítás.Az óraátállítás célja kezdetben az volt, hogy a nappalok minél jobban egybeessenek aktív életünkkel, ami reggel héttől este tízig tart. Mára azonban egyre több a vita arról, kell-e nekünk ez az óraabajgatás.Az óraátállítást először 1976-ban, három évvel az első olajárrobbanás után vezették be Franciaországban. A hatóságok a lépést azzal indokolták, hogy az akcióval 300 ezer tonna kőolajnak megfelelő energia-megtakarítás érhető el. Magyarországon 1980 óta alkalmazzák évről-évre a nyári időszámítást, amelynek szintén az volt a célja, hogy energiát spóroljunk. A nyári-téli időszámítást jelenleg egy kormányrendelet szabályozza, amelyet az Unió tagállamaiban érvényes szabályhoz igazítottak. Eszerint a nyári időszámítás minden év március utolsó vasárnapján kezdődik és október utolsó vasárnapjáig tart.Az óraátállításból adódó megtakarítás legnagyobb része régen abból adódott, hogy a közvilágítást elég volt egy órával később bekapcsolni. Ma azonban a modern energiahálózatok és a közvilágítás is automatikusan működik, mindig alkalmazkodik az éppen aktuális fényviszonyokhoz. Így a lámpák ki- és bekapcsolása a sötétedéssel egy időben történik meg. Az éjszaka hossza pedig független attól, hogy az óra éppen hány órát mutat. A fogyasztási szokások megváltozása, az egyre szaporodó háztartási készülékek használata jócskán megnövelte energiaigényünket. Legjobb példa erre a tévézési szokásaink változása. Míg régen 1-2 tévécsatorna adásait tudtuk nézni, azt is csak este 10 óráig, addig ma nem ritka, hogy 100 tévécsatorna vételére van lehetőségünk és éjjel-nappal sugározzák az adásokat.Az óraátállítás – egyes egészségügyi szakemberek szerint –  alvás- és koncentrációs zavarokat okozhat, fokozza a depressziós tüneteket. Bizonyított tény, hogy az óraátállítást követő hetekben több a baleset, fokozódnak a szív- és érrendszeri panaszok, összességében fáradtabbak, bágyadtabbak vagyunk. Az alvás-ébrenlét váltakozása ugyanis egy úgynevezett cirkadián ritmust ír le. Sokáig vita tárgya volt, hogy mi szabályozza ezt a ritmust. Több kísérletet végeztek, amelyek során a vizsgálatban résztvevő személyeket hónapokon keresztül elzárták a külső környezet ingereitől, mint a napfénytől, tv-től, telefontól stb. Ebből kiderült, hogy alapvetően a “belső óra” a szervezetünkben, az ami a cirkadián ritmust szabályozza, de ezt a külső tényezők nagymértékben befolyásolják, a mesterségesen meghatározott 24 órás napokhoz igazítják. Ha az alvás-ébrenlét megszokott ritmusát valami megzavarja, akkor alakulnak ki a cirkadián ritmuszavaroknak nevezett alvásproblémák.Az alvást zavaró tényezők között jól ismert . Ha repülőgéppel utazunk több időzónán át, akkor megérkezésünk után gyakran kell pár nap, mire “magunkhoz térünk”. Az óraátállítás az ehhez hasonló módon okozhat alvászavarokat, vagyis a cirkadián ritmusunk zavart szenved – egyrészt a napfelkelte és napnyugta hirtelen más időpontban történő jelentkezése, illetve a megszokotthoz képest egy órával eltolódott alvás-ébrenlét ciklus miatt. A szervezetünk általában csodálatos módon tud alkalmazkodni a fokozatosan bekövetkező változásokhoz. Azonban ha valamilyen hirtelen változás következik be a külső tényezőkben, akkor az átmeneti, ritkább esetben tartós alvásproblémát okozhat. Ezek a külső hatások a téli időszámítás kezdetén nem okoznak különösebb problémát, de a legújabb kutatások azt mutatják, hogy a nyári időszámítás kezdetén megnövekszik a balesetek, szívinfarktusok száma, s a szervezetünk alkalmazkodása jó pár napba, esetleg hetekbe telhet – volt olvasható a Pihent Agyúak Társaságának közleményében.Más szakértők szerint az óraátállítás közel sem okoz ilyen komoly problémákat. Egyrészt úgy gondolják, hogy legalább 3 óra időeltolódás szükséges ahhoz, hogy a napi ritmusunk zavart szenvedjen, másrészt az őszi óraátállítás egy 25 órás napot eredményez, amely közelít a belső óránk által meghatározott naphoz.Vannak akik, egyenesen  de olyan elmélet is akad, amely szerint, ezért a mostani GMT+1-ből át kellene lépnünk a GMT2-be. Így az év minden estéjén egy órával később sötétedne, az idén +72 estén át lehetne világos este 8 óráig, sokkal jobb életminőséget, több szabadidős lehetőséget, ezáltal egészségesebb, vidámabb társadalmat és majdnem 7 milliárd forint megtakarítást nyerhetnének itt, Magyarországon.",Egy hét múlva új időszámítás jön,https://24.hu/belfold/2012/10/21/egy-het-mulva-uj-idoszamitas-jon/
178,5be2f95d7dade8414206e545,From Facebook API,"
									",NaN,From Facebook API,From Facebook API,hir24.hu,"Magyarországon – az Európai Unió gyakorlatához igazodva – március utolsó vasárnapjától október utolsó vasárnapjáig tart a nyári időszámítás.Az Európai Unióban egységesen alkalmazott nyári időszámítás lényege, hogy a szokásos ébrenléti idő minél inkább egybeessen a természetes világosság idejével, azaz reggel 7 és este 10 óra között a lehető legkevesebbet kelljen használni a világítást.A mindenkori fogyasztási adatok alapján megállapítható, hogy a több évtizede bevezetett, 1980 óta működő gyakorlattal az ország egy napi átlagos villamosenergia-fogyasztását spórolhatjuk meg évente.Vannak, aki szerint kell az óraátállítás, de nem így. Megtaláltuk a nap dalát. De még lecserélhetjük, ha van jobb ötletetetek. ",Rövidebb ez a nap,https://24.hu/belfold/2014/03/30/rovidebb-ez-a-nap/
179,5be2f95d7dade8414206e546,From Facebook API,"
								2012. 10. 28. 07:21			",NaN,From Facebook API,From Facebook API,hir24.hu,"Október 28-án hajnalban Európában (így Magyarországon is) megkezdődött a téli időszámítás. Az órákat hajnali 3.00 óráról 2.00 órára állították vissza.Az óraállítási módszer azon alapul, hogy a tavaszi és őszi napéjegyenlőség – idén március 20. és szeptember 22. – között a nappalok hosszabbak, mint az éjszakák. Amennyiben a nap által sugárzott „ingyenes” fény nagyjából egybe esik a lakosság ébrenlétével, kevesebb lehet a világításra elhasznált villamos energia mennyisége.A vasárnap életbe lépett téli időszámítás Európában 2013. március 31-ig tart. Az Egyesült Államokban és Kanadában egy héttel később, november 4-én állítják át az órákat, ott a nyári időszámítás 2013. március 10-én kezdődik.",Átállította az óráját? Megkezdődött a téli időszámítás,https://24.hu/belfold/2012/10/28/atallitotta-az-orajat-elkezdodott-a-teli-idoszamitas/
180,5be2f95d7dade8414206e547,From Facebook API,"
								2014. 03. 29. 07:23			",NaN,From Facebook API,From Facebook API,hir24.hu,"igazi tavaszi időre számíthatunk, felhőt csak elvétve láthatunk majd az égen – derül ki az  előrejelzéséből. Helyenként megélénkül az északkeleti szél. A hajnali 1-7 fok után napközben 16-20 fokig melegszik a levegő. Ne feledjék: ma este lesz a  elnevezésű globális környezetvédelmi akció, amikor egy órára elsötétül planétánk számos települése, köztük sok magyar város is. Ráadásul idehaza nem csak energiát lehet nyerni a villanyoltással. Hogy még mit, Az egyetlen kellemetlen hírünk, hogy ez a szép tavaszi hétvége rövidebb lesz egy órával a szokásosnál, mivel szombatról vasárnapra virradó éjjel van a tavaszi óraátállítás ideje, amit a magyarok többsége szívből gyűlöl. is folytatódik a napos idő, csak északnyugaton élénkülhet meg a délies szél. Az északkeleti tájakon élők enyhén fagyos reggelre ébredhetnek, délutánra viszont megint 20 fok közelébe emelkedhet a hőmérséklet.is marad a szép idő, bár egy hidegfront súrolja az országot. Ennek köszönhetően elszórtan egy-egy zápor is lehet, de ismét 20 fok körüli melegre számíthatunk.aztán némileg mérséklődik a felmelegedés, de még a napsütésé lesz a főszerep. A felhők szerdán érkeznek meg térségünkbe.","Príma hétvége vár ránk, csak egy kicsit rövidebb az átlagosnál",https://24.hu/belfold/2014/03/29/prima-hetvege-var-rank-csak-egy-kicsit-rovidebb-az-atlagosnal/
181,5be2f95d7dade8414206e548,From Facebook API,"
									",NaN,From Facebook API,From Facebook API,hir24.hu,"Március 30-án hajnali kettőkor kell az órákat 3-ra állítani. Vagyis egy órával rövidebb lesz az éjszaka.A nyári időszámítás minden évben március utolsó vasárnapján kezdődik és október utolsó vasárnapjáig tart.A Föld országainak körülbelül  van külön nyári és téli időszámítás. Magyarországon előbb az ’50-es években, majd az 1980-as években vezették be.A  az óraátállításokkal éves szinten 120 GWh-val kevesebb áramot használunk fel. Ez 30-40 ezer háztartás éves fogyasztásának felel meg.Az óraátállítás minden évben (kétszer) parázs vitákat vált ki. Vannak érvek és ellenérvek bőven. Három országban van „örök nyár”, vagyis ahol sosem váltanak téli időszámításra. Három délszaki, trópusi ország? Nem: Belarusz, Izland és Oroszország. A két szláv ország 2011 óta „csakazértsem” állít át órákat, így ott „később” kel és nyugszik a nap. Izlanddal annyiban más a helyzet, hogy nagyon északi ország, és a nap járása sokat változik, ezért nem lenne értelme még az egy-egy órákkal is bűvészkedni.",Egy órával rövidebb lesz a nap,https://24.hu/belfold/2014/03/26/egy-oraval-rovidebb-lesz-a-nap/
182,5be2f95e7dade8414206e549,From Facebook API,"
									",NaN,From Facebook API,From Facebook API,hir24.hu,"Az Európában egységesen alkalmazott óraátállítás azon alapul, hogy a lakosság szokásás ébrenléti időszaka – reggel 7 és este 10 óra között – jobban egybeessen a természetes nappali világosság idejével. A tavaszi óraátállításkor jelentősen csökken az ország villamosenergia-rendszerének esti terhelése, mert később kell felkapcsolni a világítást.A nyári időszak alatt naponta 1,5-3 százalékkal alacsonyabb az ország villamosenergia-fogyasztása – közölte a Magyar Villamosenergia-ipari Átviteli Rendszerirányító Zrt. (MAVIR). Magyarország 1980 óta csaknem négyezer gigawattóra villamosenergiát takarított meg a nyári időszámítással, évente pedig 30-40 ezer háztartás éves villamosenergia-fogyasztását lehet megspórolni.A téli időszámítás március 29-ig tart.",Jön a tél – új időszámítás kezdődik,https://24.hu/belfold/2014/10/21/jon-a-tel-kezdodik-a-teli-idoszamitas/
183,5be2f95e7dade8414206e54a,From Facebook API,"
								2012. 03. 23. 15:32			",NaN,From Facebook API,From Facebook API,hir24.hu,"Vasárnap hajnali kettő órakor három órára kell átállítani az órák mutatóit, ezzel . A nemzetközi vonatokat (Wiener Walzer, Kálmán Imre, Metropol, Beograd, Muntenia, Ister, Tisza) külföldön éri az óraátállítás, így ezek a járatok késéssel érkeznek a célállomásukra.A belföldi forgalomban a Budapest-Székesfehérvár vonalon háromnegyed 3 helyett 3 órakor indul a szerelvény Székesfehérvárról, a Budapest-Szob vonalon pedig 2 óra 4 perc helyett 3 óra 4 perckor érkezik meg a szerelvény Szobra.A Budapest-Szolnok vonalon a 2 óra 20 perckor Szolnokra érkező szerelvény az átállás miatt 3 óra 20 perckor érkezik. Debrecenből 2 óra 11 perc helyett 3 órakor, Mátészalkáról 2 perc, Lajosmizséről pedig 14 perc késéssel, éjjel 3 órakor indulnak el az érintett szerelvények.A BKV-nál az óránkénti, vagy annál gyakoribb követési idővel közlekedő 6-os villamos és az éjszakai járatok 2.00 és 2.59 közötti indulásai elmaradnak.Az órás követésnél ritkább, illetve csak meghatározott időpontokban induló járatok esetében egyedi menetrend lesz, ezekről  tájékozódhatnak az utasok.A Liszt Ferenc repülőteret az átállítás közvetlenül nem érinti, mivel egyetlen légitársaságnak sem lesz úton lévő, Budapestre tartó járata.",Óraátállítás: változik az éjszakai járatok menetrendje,https://24.hu/belfold/2012/03/23/oraatallitas-valtozik-az-ejszakai-jaratok-menetrendje/
184,5be2f95f7dade8414206e54b,From Facebook API,"
								2010. 10. 28. 15:48			",NaN,From Facebook API,From Facebook API,hir24.hu,"Szombatról vasárnapra virradó éjjel térünk át a téli időszámításra,  az órákat éjjel 3 órakor 2 órára kell állítani. Az átállás a MÁV és  a BKV menetrendjét is érinti. A Magyar Villamosenergia-ipari  Átviteli Rendszerirányító (Mavir) Zrt. tájékoztatása szerint a nyári  időszámításnak köszönhetően évente 6 milliárd forintot spórol az  ország. Egy év alatt körülbelül 120 GWh-val kevesebb energia fogy,  ez a mennyiség lényegében egy kisebb város éves fogyasztásának felel  meg.Az egész Európában egységesen alkalmazott módszer azon alapul,  hogy március 21-e és szeptember 21-e (azaz a tavaszi és őszi  napéjegyenlőség) között a nappalok hosszabbak, mint az éjszakák.  Ha  a lakosság szokásos ébrenléti ideje – a reggel 7 és este 10 óra  közötti időszak – egybeesik a természetes nappali világosság  idejével, kevesebbet kell a lámpákat használni – írták.A Mavir évtizedek óta gyűjti és elemzi a fogyasztási adatokat,  ezek alapján elmondható, hogy a napéjegyenlőséghez közeli tavaszi  óraállításkor látványosan változik az esti órák terhelése. Az  átállítás előtti és utáni időszakot összehasonlítva naponta 1,5-3  százalékos – 2000-4000 MWh – fogyasztáscsökkenés látható. Ez a napi  mennyiség 1000 háztartásnak akár egész évre elegendő lenne.Az óraátállítás a közösségi közlekedés több szolgáltatóját is  érinti. A MÁV-nál a menetrendet ugyan nem kell módosítani, de négy  nemzetközi és egy belföldi vonat a határállomáson, illetve a  kiinduló állomáson várja be a téli időszámítás szerinti időt.",Az óraátállítással 6 milliárdot spórol az ország,https://24.hu/belfold/2010/10/28/az-oraatallitassal-6-milliardot-sporol-az-orszag/
185,5be2f95f7dade8414206e54c,From Facebook API,"
								2011. 03. 25. 08:26			",NaN,From Facebook API,From Facebook API,hir24.hu,"Az Európai Unió szabályozása szerint a nyári időszámítás minden tagállamban március utolsó vasárnapján, közép-európai idő szerint 2.00 órakor kezdődik, és október utolsó vasárnapján 3.00 órakor végződik. A módosításra elsősorban a nemzetközi menetrendek harmonizációja miatt volt szükség. Az óráinkat legközelebb 2011. október 30-án kell majd átállítanunk.Az óraátállítás célja eredetileg az energiatakarékosság volt, de ma már többen vitatják, hogy a módszer valódi spórolást jelenthet. Ugyanakkor a Magyar Villamosenergia-ipari Átviteli Rendszerirányító (Mavir) Zrt szerint a nyári időszámításnak köszönhetően évente 6 milliárd forintot spórol meg az ország. Az óraátállítás egész Európában egységesen alkalmazott módszere azon alapul, hogy március 21-e és szeptember 21-e (azaz a tavaszi és az őszi napéjegyenlőség) között a nappalok hosszabbak, mint az éjszakák. Ha az ébrenléti idő – a 7 és 22 óra közötti időszak – egybeesik a természetes nappali világosság idejével, kevesebbet kell a lámpákat használni.A Mavir adatai szerint a tavaszi óraállításkor látványosan változik az esti órák terhelése. Az átállítás előtti és utáni időszakot összehasonlítva naponta 1,5-3 százalékos – 2000-4000 MWh – fogyasztáscsökkenés tapasztalható. Ez a napi mennyiség 1000 háztartásnak akár egész évre elegendő lenne. Szakértők felhívják a figyelmet, hogy a nyári-téli időátállítás megzavarja az emberek bioritmusát is, ami némely esetben fáradékonysághoz, koncentrációzavarhoz, ingerültséghez vezethet.AJÁNLOTT LINK:  (Wikipédia)",Vasárnaptól nyári időszámítás,https://24.hu/belfold/2011/03/25/vasarnaptol-nyari-idoszamitas/
